word	C	count	sigma_nor
appertaining	0	1	0
relativit	0	1	0
expansive	0	1	0
doppler	0	2	0
base	0	1	0
put	0	1	0
beginning	0	2	0
bring	0	1	0
english	0	1	0
perceptible	0	2	0
indebted	0	1	0
embraces	0	1	0
probability	0	1	0
done	0	2	0
defects	0	1	0
slower	0	1	0
contended	0	2	0
passes	0	1	0
unexplained	0	1	0
obtainable	0	2	0
leading	0	1	0
swarm	0	1	0
calculations	0	1	0
dealing	0	1	0
passed	0	1	0
excels	0	2	0
measurable	0	1	0
basal	0	1	0
2dt1	0	1	0
differentiate	0	1	0
believe	0	2	0
john	0	1	0
aims	0	1	0
declare	0	1	0
milky	0	1	0
deciding	0	1	0
7b	0	1	0
7a	0	1	0
alongside	0	2	0
defect	0	2	0
pedestrian	0	1	0
alike	0	1	0
built	0	2	0
lib	0	1	0
build	0	1	0
analogy	0	2	0
uniting	0	1	0
province	0	1	0
play	0	1	0
bands	0	1	0
immediate	0	2	0
stands	0	1	0
km	0	1	0
optical	0	2	0
lying	0	1	0
postule	0	1	0
celebrated	0	1	0
phenomenon	0	1	0
eq24	0	1	0
eq26	0	1	0
eq27	0	1	0
eq20	0	1	0
eq21	0	1	0
eq22	0	2	0
netwon	0	1	0
heavens	0	1	0
impact	0	1	0
copyright	0	1	0
distributed	0	1	0
assertion	0	2	0
factor	0	2	0
permission	0	1	0
trees	0	1	0
remedy	0	1	0
valuable	0	1	0
compass	0	1	0
adhered	0	1	0
deductive	0	1	0
laterally	0	1	0
resolve	0	1	0
disregarding	0	1	0
remove	0	1	0
investigate	0	2	0
double	0	1	0
obscure	0	1	0
locating	0	1	0
signify	0	1	0
achieved	0	1	0
throwing	0	1	0
plausible	0	1	0
irregularly	0	1	0
sec	0	1	0
curvilinear	0	1	0
probable	0	2	0
incompatibility	0	2	0
premises	0	1	0
opposition	0	1	0
distinguish	0	1	0
relying	0	1	0
enables	0	2	0
fitted	0	1	0
objective	0	1	0
retarded	0	1	0
finds	0	2	0
arbitrarily	0	2	0
unsuccessful	0	1	0
faraday	0	2	0
simpler	0	1	0
pr	0	1	0
pp	0	1	0
raise	0	1	0
acceptance	0	1	0
incompatability	0	1	0
whom	0	2	0
describes	0	2	0
ensured	0	1	0
maintenance	0	1	0
anisotropic	0	1	0
combine	0	1	0
versa	0	1	0
remark	0	1	0
vaguely	0	1	0
systematic	0	2	0
poised	0	1	0
k2	0	1	0
theref	0	1	0
receive	0	1	0
du2	0	2	0
curvilinearly	0	1	0
exclude	0	1	0
shortened	0	2	0
guilty	0	1	0
lodged	0	1	0
ready	0	1	0
rid	0	1	0
vanish	0	1	0
fairer	0	1	0
examine	0	2	0
grant	0	2	0
belong	0	1	0
satisfying	0	1	0
shorter	0	2	0
read	0	1	0
expeditions	0	2	0
assignment	0	1	0
viewing	0	1	0
000	0	1	0
appreciable	0	1	0
incompatibilitiy	0	1	0
early	0	1	0
motionless	0	1	0
older	0	1	0
analysis	0	1	0
person	0	2	0
grossly	0	1	0
endeavour	0	1	0
vacuum	0	2	0
incongruity	0	1	0
shape	0	1	0
questions	0	1	0
regardless	0	1	0
tables	0	1	0
cut	0	1	0
readers	0	2	0
surprises	0	1	0
extra	0	1	0
entirety	0	1	0
exclusively	0	2	0
source	0	2	0
location	0	1	0
impoverished	0	1	0
surprised	0	2	0
eq39	0	1	0
eq38	0	1	0
eq37	0	1	0
eq36	0	1	0
eq35	0	1	0
eq34	0	1	0
eq33	0	1	0
eq32	0	1	0
eq31	0	1	0
eq30	0	1	0
suffering	0	2	0
appendices	0	1	0
overthrown	0	2	0
rotate	0	2	0
imposed	0	1	0
semi	0	1	0
systematically	0	2	0
incidental	0	2	0
manifest	0	1	0
millionths	0	1	0
popular	0	1	0
disorder	0	1	0
brakes	0	2	0
absolutely	0	2	0
magnificent	0	1	0
back	0	1	0
understood	0	1	0
serves	0	2	0
sight	0	1	0
mirror	0	2	0
momentary	0	1	0
pronounced	0	1	0
acquaintance	0	2	0
affects	0	1	0
connecting	0	1	0
eliminate	0	1	0
newcomb	0	1	0
inserting	0	1	0
run	0	2	0
bc	0	1	0
300	0	1	0
jumps	0	2	0
annular	0	1	0
forming	0	1	0
conversant	0	1	0
nowhere	0	1	0
uncounted	0	1	0
major	0	2	0
translator	0	1	0
flow	0	1	0
pains	0	1	0
charm	0	1	0
consequently	0	1	0
plan	0	2	0
seeing	0	1	0
within	0	2	0
colour	0	2	0
appropriate	0	1	0
conscientious	0	1	0
realisation	0	2	0
sequence	0	1	0
manifested	0	1	0
forward	0	2	0
conceivable	0	2	0
mach	0	1	0
strives	0	2	0
perplexing	0	1	0
governs	0	1	0
tally	0	1	0
neutralised	0	1	0
repeatedly	0	1	0
russian	0	1	0
etfect	0	1	0
directed	0	2	0
consist	0	1	0
characteristic	0	2	0
transmits	0	1	0
accustomed	0	2	0
mature	0	1	0
calculated	0	1	0
precept	0	1	0
duration	0	2	0
home	0	1	0
1895	0	1	0
amounts	0	2	0
invalid	0	2	0
definitely	0	2	0
unjustifiable	0	1	0
confine	0	1	0
deviate	0	1	0
dv2	0	2	0
1859	0	1	0
enterprise	0	2	0
problems	0	1	0
spatially	0	1	0
develops	0	1	0
purponse	0	1	0
sides	0	2	0
land	0	1	0
implies	0	1	0
rescued	0	1	0
speculations	0	2	0
notion	0	2	0
departs	0	1	0
correlates	0	1	0
incomplete	0	2	0
retardation	0	2	0
having	0	2	0
resistance	0	1	0
existing	0	1	0
eq28	0	1	0
manipulations	0	1	0
misconception	0	1	0
inferences	0	2	0
eq29	0	1	0
disposal	0	2	0
grasping	0	1	0
differing	0	2	0
include	0	2	0
indicating	0	1	0
seized	0	1	0
outside	0	2	0
scattered	0	1	0
wave	0	1	0
tenet	0	1	0
continued	0	1	0
eq23	0	1	0
radii	0	1	0
deals	0	2	0
dealt	0	1	0
optics	0	2	0
noted	0	1	0
concluded	0	1	0
limitations	0	1	0
eq08	0	1	0
eq09	0	1	0
eq02	0	1	0
eq03	0	1	0
eq01	0	1	0
eq07	0	1	0
eq04	0	1	0
eq05	0	1	0
subtle	0	2	0
scientific	0	2	0
index	0	2	0
power	0	2	0
apparatus	0	2	0
giving	0	1	0
saw	0	1	0
analogously	0	2	0
hereditary	0	1	0
access	0	2	0
flowing	0	1	0
sins	0	2	0
fifteenth	0	1	0
invented	0	1	0
imperfections	0	1	0
deduced	0	1	0
39	0	1	0
38	0	1	0
spite	0	2	0
33	0	1	0
31	0	2	0
larger	0	2	0
37	0	1	0
36	0	1	0
35	0	2	0
34	0	1	0
suggests	0	2	0
repel	0	1	0
makes	0	2	0
composed	0	1	0
examining	0	1	0
nearest	0	1	0
improbable	0	1	0
wit	0	1	0
formulates	0	1	0
names	0	1	0
newby	0	1	0
ascertained	0	1	0
exciting	0	1	0
hears	0	1	0
remains	0	1	0
fittingly	0	1	0
depicted	0	1	0
expanding	0	2	0
bottomless	0	1	0
possession	0	1	0
formally	0	1	0
started	0	1	0
occurred	0	2	0
meant	0	1	0
eccentricity	0	1	0
electrodynamic	0	1	0
anywhere	0	1	0
island	0	2	0
proof	0	1	0
continuity	0	1	0
high	0	2	0
effectively	0	1	0
pulling	0	1	0
sought	0	1	0
wonderful	0	1	0
united	0	1	0
distinguishable	0	1	0
justifiable	0	2	0
regions	0	1	0
brian	0	2	0
varies	0	2	0
numerous	0	1	0
forest	0	1	0
especial	0	1	0
singular	0	1	0
specifications	0	1	0
tied	0	1	0
x1and	0	1	0
disproved	0	1	0
footpath	0	2	0
realized	0	1	0
2dt2	0	2	0
counter	0	2	0
element	0	2	0
honestly	0	1	0
diminution	0	1	0
divided	0	1	0
furnish	0	1	0
perihelial	0	1	0
dy	0	1	0
outset	0	2	0
mathematicians	0	2	0
enclose	0	1	0
bachem	0	1	0
operative	0	1	0
gravititional	0	1	0
outer	0	1	0
thence	0	1	0
permanent	0	1	0
defining	0	1	0
puts	0	1	0
parabola	0	2	0
justifiably	0	1	0
emphasised	0	1	0
hands	0	2	0
day	0	2	0
kilometres	0	1	0
profound	0	1	0
university	0	1	0
traced	0	1	0
eculidean	0	2	0
experienced	0	2	0
homogeneous	0	2	0
heated	0	1	0
society	0	2	0
static	0	1	0
fundamentally	0	1	0
grebe	0	1	0
induction	0	1	0
cyanogen	0	1	0
disclose	0	1	0
evershed	0	1	0
dx2	0	2	0
attending	0	1	0
completely	0	2	0
surely	0	1	0
shun	0	1	0
interaction	0	1	0
determining	0	1	0
diminished	0	1	0
riding	0	1	0
retain	0	2	0
diminishes	0	2	0
finiteness	0	2	0
reaches	0	2	0
dividing	0	1	0
quality	0	1	0
reliable	0	1	0
allgemeinen	0	1	0
publication	0	1	0
intention	0	1	0
bears	0	2	0
revealed	0	2	0
behaves	0	1	0
chased	0	1	0
priority	0	1	0
eq17	0	1	0
intermediate	0	1	0
rippled	0	1	0
eq19	0	1	0
final	0	1	0
completed	0	1	0
nobody	0	1	0
perforce	0	2	0
diminish	0	2	0
theorie	0	1	0
detection	0	1	0
succeeded	0	1	0
inversely	0	1	0
electrostatic	0	1	0
negatively	0	2	0
ingenious	0	1	0
unchanged	0	1	0
kepler	0	1	0
apparently	0	2	0
viewed	0	1	0
illuminated	0	1	0
agency	0	1	0
gravity	0	2	0
concerns	0	1	0
sirius	0	1	0
brazil	0	1	0
asserts	0	1	0
whh	0	1	0
useful	0	1	0
definitions	0	2	0
emancipation	0	1	0
class	0	1	0
temptation	0	1	0
request	0	1	0
face	0	1	0
looked	0	1	0
comprehensibility	0	1	0
occasion	0	1	0
atmosphere	0	1	0
selection	0	1	0
answered	0	1	0
supported	0	1	0
terminate	0	1	0
attainable	0	2	0
rough	0	1	0
pleased	0	1	0
subtracting	0	1	0
postulates	0	1	0
originally	0	1	0
inherited	0	1	0
attained	0	1	0
local	0	2	0
regularly	0	1	0
appreciably	0	2	0
insight	0	1	0
familiar	0	1	0
joint	0	1	0
ones	0	2	0
occupant	0	2	0
126	0	1	0
129	0	1	0
unjustified	0	1	0
evolution	0	1	0
132	0	1	0
fixes	0	1	0
calling	0	1	0
eccentrically	0	1	0
requirement	0	2	0
untrue	0	1	0
statistical	0	1	0
acquired	0	1	0
exerted	0	1	0
differentials	0	1	0
operates	0	1	0
edition	0	2	0
merits	0	1	0
perhelion	0	1	0
luminous	0	1	0
error	0	1	0
destiny	0	1	0
diverge	0	1	0
written	0	2	0
allotted	0	1	0
rendition	0	1	0
sole	0	2	0
interfere	0	1	0
spared	0	1	0
key	0	1	0
eq16	0	1	0
puzzled	0	1	0
restrictions	0	1	0
limits	0	2	0
attributed	0	1	0
powerless	0	1	0
figures	0	1	0
refraction	0	1	0
grounds	0	2	0
strongly	0	1	0
authorised	0	2	0
quadrilateral	0	2	0
invisible	0	1	0
celestial	0	2	0
decreases	0	2	0
cent	0	1	0
alters	0	1	0
immense	0	1	0
treat	0	2	0
contintium	0	1	0
neighbour	0	1	0
multi	0	1	0
unlike	0	2	0
plain	0	2	0
fitzgerald	0	1	0
appearance	0	1	0
britain	0	1	0
frameworks	0	1	0
hovering	0	1	0
bounds	0	1	0
advisable	0	1	0
uncertainty	0	1	0
ripe	0	1	0
sobral	0	1	0
vt	0	1	0
demanded	0	1	0
claimed	0	1	0
education	0	1	0
radiation	0	1	0
indistinguishable	0	1	0
strange	0	1	0
largest	0	1	0
units	0	1	0
satisficd	0	1	0
upon	0	1	0
dust	0	1	0
expand	0	2	0
scarcely	0	1	0
reflection	0	1	0
confronted	0	2	0
conclusiveness	0	1	0
insurmountable	0	1	0
sets	0	2	0
drawing	0	1	0
usual	0	2	0
load	0	1	0
transformstion	0	1	0
proximity	0	1	0
numbering	0	1	0
mistaken	0	1	0
distant	0	2	0
rapid	0	2	0
sky	0	2	0
lake	0	1	0
mathematically	0	2	0
lattice	0	1	0
add	0	2	0
extends	0	2	0
attractive	0	1	0
strech	0	1	0
contradictory	0	2	0
increased	0	2	0
disappearance	0	2	0
devised	0	2	0
repulsions	0	1	0
resolves	0	1	0
elapses	0	1	0
immediately	0	2	0
tick	0	1	0
prominent	0	1	0
displaced	0	2	0
loses	0	1	0
lawson	0	1	0
inexperienced	0	1	0
replacement	0	1	0
exceed	0	1	0
smoothly	0	1	0
revert	0	1	0
unifromly	0	1	0
choosing	0	1	0
gave	0	1	0
transport	0	1	0
indefinite	0	1	0
hundredths	0	1	0
broad	0	2	0
assuming	0	2	0
locate	0	1	0
biology	0	1	0
slight	0	1	0
complication	0	1	0
pressure	0	1	0
gained	0	2	0
carried	0	2	0
unsurpassable	0	1	0
certainty	0	2	0
dependence	0	1	0
compatible	0	1	0
foretold	0	1	0
insufficient	0	1	0
rendered	0	1	0
previously	0	2	0
getting	0	1	0
actions	0	1	0
registration	0	1	0
doubtless	0	2	0
additional	0	2	0
spread	0	1	0
inner	0	1	0
notices	0	1	0
function	0	1	0
agrees	0	2	0
overlapping	0	1	0
collected	0	1	0
repeated	0	2	0
misdeed	0	1	0
highest	0	1	0
convince	0	2	0
limit	0	1	0
demonstrate	0	2	0
rightly	0	1	0
inadequate	0	2	0
universal	0	1	0
exceeded	0	1	0
meaningless	0	1	0
denote	0	2	0
reflecting	0	1	0
galflei	0	1	0
functions	0	2	0
48	0	2	0
46	0	1	0
47	0	1	0
44	0	2	0
45	0	1	0
42	0	1	0
40	0	1	0
41	0	1	0
branch	0	1	0
backwards	0	1	0
repeat	0	1	0
kinds	0	1	0
expereince	0	1	0
radially	0	1	0
ultimately	0	1	0
variation	0	2	0
upwards	0	2	0
auxiliary	0	1	0
came	0	1	0
fung	0	1	0
rule	0	1	0
strings	0	2	0
portion	0	2	0
lives	0	1	0
indirectly	0	1	0
being	-0.00206113093535	44	0.966385736321
throughout	-0.00377668274195	3	0.623952981526
made	-0.00563373839432	13	0.891659358479
when	-0.0160037268776	58	0.972636859437
compared	-0.0190208998836	18	0.917407100334
meaning	-0.0247470690731	14	0.894855370616
other	-0.033779241471	79	0.977677905511
pole	-0.036815859387	6	0.776287360005
test	-0.0412303622278	4	0.688820797665
kind	-0.0463837282348	21	0.923391192557
mode	-0.0488097321465	6	0.773216255613
etc	-0.0526061618154	4	0.685736362834
called	-0.0529431131281	12	0.873092399992
sufficient	-0.0586085879083	5	0.734544781944
metre	-0.0599688016869	6	0.770358907685
comparison	-0.0600712513516	10	0.849891752211
sup	-0.0681016606789	3	0.606120019411
ch	-0.0681016606789	3	0.606120019411
evidence	-0.0753528406282	3	0.604109758055
present	-0.0767987796089	28	0.935729602314
mathematical	-0.0788544255028	7	0.792894230459
virtue	-0.0853960685021	5	0.727480862329
until	-0.0926651484792	11	0.854332275191
state	-0.0966803101796	20	0.910701775713
shows	-0.112958505701	8	0.806043451235
yet	-0.113883357342	12	0.859828852469
first	-0.115298416633	42	0.949094473493
assumed	-0.1195955376	5	0.718462384471
relations	-0.123122029797	7	0.781887867247
those	-0.125179680107	19	0.901446963425
together	-0.129100829285	9	0.819663476514
supplies	-0.129471142478	7	0.780309271763
required	-0.137827245989	16	0.88429693626
once	-0.145578208758	3	0.584641017147
supplementary	-0.145703545886	3	0.584606269646
remain	-0.146241904154	6	0.748268152744
introduction	-0.157519255773	7	0.773335600446
making	-0.166553244559	9	0.81086278885
refer	-0.176326975143	9	0.808566126551
hypothetical	-0.177799974666	3	0.575708102607
known	-0.180317364742	20	0.895242938972
make	-0.183355443223	16	0.875223563111
appendix	-0.19122081489	10	0.819884057201
volume	-0.202135606597	4	0.645192942209
measures	-0.203719425488	3	0.568522393426
best	-0.205300693617	3	0.568084014812
17	-0.215111327443	5	0.693274653244
longer	-0.215861503172	11	0.826854972255
considerations	-0.21740943347	29	0.914958555
exceedingly	-0.218357054447	5	0.692418747644
reason	-0.252586046955	17	0.867320079687
interpreted	-0.256309117089	5	0.682410702326
20	-0.262350379932	5	0.680817607561
increase	-0.26348686483	3	0.551952928256
shown	-0.279701572029	7	0.74295711098
justification	-0.282301235025	4	0.623456829982
aid	-0.283374054735	7	0.742044012582
red	-0.2841274553	6	0.712961715012
nor	-0.286430814119	12	0.822274172102
hubble	-0.292340156609	3	0.543953863574
tension	-0.294857587978	5	0.672245382796
so	-0.300500154894	43	0.924557309357
also	-0.302717304945	62	0.940554808236
observe	-0.314860216001	4	0.614628786363
consideration	-0.316343969204	36	0.912642379213
use	-0.325272075021	21	0.8727227967
deal	-0.326080323011	4	0.611586566026
raven	-0.32722170042	3	0.534283572666
consequence	-0.331488376809	17	0.85190529043
doubt	-0.339113951177	5	0.660574879069
essentially	-0.341860209241	4	0.607308006938
h	-0.342328162966	3	0.530095573184
conjunction	-0.349366997355	3	0.528144180878
belongs	-0.354006962034	4	0.60401453582
proposition	-0.354913571281	4	0.603768717746
prevailing	-0.355427350679	3	0.526464055137
me	-0.359705415295	6	0.693609516639
attention	-0.366062608306	5	0.653468456834
smallness	-0.366543526186	3	0.523382292142
electrodynamical	-0.369004287379	3	0.522700089636
nothing	-0.379153704792	12	0.802093181973
question	-0.383066974054	32	0.895128781748
least	-0.402046177039	10	0.771646129472
whole	-0.406891598433	18	0.843068096444
provided	-0.428792898535	7	0.705888168185
proceeding	-0.433155969266	4	0.582554070311
nevertheless	-0.433432155452	8	0.728619550634
possibility	-0.43644863041	6	0.673958947574
hence	-0.444885390965	13	0.798270434354
cases	-0.454433197609	4	0.576784961627
express	-0.454745603214	8	0.723470390127
moreover	-0.45647010394	6	0.668832326963
actual	-0.458812973604	7	0.698424203168
consider	-0.470528100129	13	0.792818559543
variable	-0.475039839534	6	0.664077432719
basis	-0.478775161363	19	0.834916618438
resulting	-0.480587466156	5	0.623267991099
appeared	-0.497239861128	3	0.487149045519
unity	-0.501357218147	3	0.486007581129
modification	-0.502889381014	6	0.656946387486
neither	-0.508371939804	8	0.710514691095
08	-0.511082610971	3	0.483311388027
which	-0.511397214092	332	0.967937808253
large	-0.511558894813	15	0.802169352569
view	-0.519683384585	19	0.827219579454
means	-0.519817333958	47	0.899831318921
connected	-0.521480634031	4	0.558605716592
exact	-0.523145359903	14	0.791244131476
quasi	-0.531672889724	4	0.555842187908
conceptions	-0.532403728072	3	0.477400485518
step	-0.534047402238	4	0.555198362474
fact	-0.548056056075	27	0.855645518602
illustration	-0.550259399402	5	0.604895343691
against	-0.553596322646	8	0.699588837676
travels	-0.555791578591	3	0.470916617732
derivation	-0.571357674689	5	0.599331680467
investigations	-0.571364978933	3	0.466599168007
december	-0.571970016102	3	0.466431432156
measure	-0.579526874268	8	0.693324221372
u	-0.581909879217	18	0.809524225497
satisfactory	-0.593149107815	6	0.63383483303
perhaps	-0.595457190335	7	0.664450015857
mean	-0.602551922746	11	0.740608834313
able	-0.615105475332	20	0.81488001307
else	-0.642157095104	5	0.580661712126
priori	-0.64393997753	4	0.52540208449
through	-0.647978744243	10	0.71537549257
apparent	-0.654988402351	8	0.675093312672
success	-0.661298113479	4	0.5206955987
confirmed	-0.662812107051	6	0.615997196495
abstract	-0.665307025426	3	0.440555397611
arrive	-0.679653313236	7	0.643516126968
clear	-0.682473345999	11	0.722783427359
remaining	-0.695039202246	3	0.4323126776
applies	-0.705529399247	4	0.508702725816
supplied	-0.709502822355	3	0.428302894811
whose	-0.710875795044	5	0.562540434511
parallel	-0.71253656471	3	0.427461843415
indeed	-0.716135326274	4	0.505827034267
though	-0.718968023396	5	0.560406495473
maximum	-0.725857704181	3	0.42376879317
over	-0.729569509531	15	0.75781339247
describing	-0.730981244058	3	0.422348382383
air	-0.73582935419	3	0.421004329621
already	-0.739716529436	19	0.785819499952
x2	-0.746565555304	4	0.49757618055
precision	-0.751892519633	3	0.416551101186
likely	-0.754724449828	3	0.415765998641
2t2	-0.763311032538	4	0.493035811073
forth	-0.767640099038	5	0.547571558322
say	-0.773110530188	13	0.728486763778
generalisation	-0.774158399324	7	0.620019095235
call	-0.780521447814	9	0.666590587648
preference	-0.784987154419	3	0.407376199192
magnet	-0.809483186668	4	0.480516691051
right	-0.815441755894	7	0.609754712867
chosen	-0.81849606582	12	0.70647101374
come	-0.825727307405	9	0.655967970978
thus	-0.825914215001	60	0.876783994559
1920	-0.826527755462	3	0.395859802477
reality	-0.835568186682	19	0.767784643281
arrived	-0.835794888833	5	0.529598985096
this	-0.83705084731	362	0.95261448251
movement	-0.840806096191	5	0.528277518307
discovered	-0.84602821529	3	0.390453644986
represent	-0.848641606174	5	0.526211276487
detailed	-0.870457663114	4	0.463984068666
orientation	-0.897304950036	4	0.456704694039
real	-0.90446501821	11	0.673271147213
let	-0.922285065186	28	0.797606436662
permanently	-0.92329582994	7	0.582938689463
directly	-0.924701668635	9	0.632710660776
moves	-0.93221435277	5	0.504172952953
contained	-0.945794432621	4	0.443557253472
need	-0.957009609634	7	0.57455634959
naturally	-0.959117202358	4	0.439944917065
clearly	-0.961228022345	8	0.601108241148
even	-0.966996556945	18	0.735718804925
considered	-0.969801633258	24	0.772119850498
character	-0.979994555004	5	0.491573204851
serve	-0.989301871722	3	0.350733558494
just	-0.992976171268	15	0.704221252505
indicated	-1.01960993101	10	0.63034436469
another	-1.03328832856	24	0.761129813429
variations	-1.03711160996	3	0.337479154403
recognised	-1.03828960405	3	0.337152576382
off	-1.03999288907	7	0.553924012951
find	-1.04128049363	15	0.694393361335
behave	-1.05592609166	3	0.332263172213
mc	-1.07404390273	3	0.327240329629
advent	-1.08518085715	3	0.324152806045
framework	-1.09088376352	4	0.404217725532
michelson	-1.09740259174	3	0.320764546355
describe	-1.10087265334	3	0.319802533167
quite	-1.12229601746	19	0.713835703009
unsatisfactory	-1.14925423609	3	0.306389595302
order	-1.15766703905	22	0.727927466169
encounters	-1.16401744195	4	0.384388256556
care	-1.16969677373	3	0.300722263404
gas	-1.17230637548	3	0.299998797486
of	-1.17415155892	2030	0.973301454078
reduced	-1.21949253017	3	0.286917270902
far	-1.22783802148	13	0.63180753461
archive	-1.23414183951	3	0.282856009058
bluish	-1.23414183951	3	0.282856009058
analogous	-1.23837462758	7	0.504599873924
snapshot	-1.24960070552	3	0.278570311951
particularly	-1.25493487868	3	0.277091506814
supply	-1.2552358743	3	0.277008061102
disregard	-1.26477395738	3	0.274363796315
before	-1.27395062218	18	0.676888221601
formulate	-1.27766085759	3	0.270791131223
marxists	-1.30971851777	3	0.261903712091
arranged	-1.32022038054	4	0.342035384508
pan	-1.33878647095	3	0.253845136334
attempt	-1.34771519377	3	0.251369805897
slowly	-1.34859098862	3	0.251127007267
conviction	-1.37058588538	3	0.24502931127
18	-1.37867732915	4	0.326185364738
think	-1.38508325589	4	0.324448461462
extension	-1.43234102225	3	0.227908792124
long	-1.44608265073	13	0.585406727686
previous	-1.4782081975	10	0.525414721453
comprehensive	-1.47847192265	3	0.215119816123
rails	-1.48936190567	5	0.357251874886
derivable	-1.50317378885	3	0.208271660737
could	-1.515938361	8	0.467094608029
careful	-1.51695890029	3	0.204449982472
pages	-1.53096559266	3	0.200566874815
whatsoever	-1.56234140396	4	0.276386678936
notes	-1.57014936353	19	0.629570379505
sum	-1.57144992805	3	0.189343309065
15	-1.57503450131	3	0.188349549545
developed	-1.58292394479	4	0.270805927856
generally	-1.61810735583	4	0.261266296148
processes	-1.61952820733	4	0.260881046405
astronomical	-1.65215441581	3	0.166969417633
seems	-1.66017126225	3	0.164746888788
unable	-1.68524448248	3	0.157795782067
lid	-1.71743480837	3	0.148871583715
despite	-1.75583414523	3	0.138226046921
org	-1.76205564029	4	0.222236151593
although	-1.772317227	5	0.282635912493
continua	-1.79556859229	3	0.127210374444
deduction	-1.8244975461	3	0.1191903338
necessity	-1.8344251622	3	0.116438077874
rotates	-1.85023569703	3	0.112054886808
possess	-1.85320362828	3	0.111232080377
beam	-1.86200962812	3	0.108790772715
beings	-1.86644975004	13	0.496032832534
attach	-1.86983394001	3	0.106621620669
old	-1.9148342469	3	0.0941460817153
electric	-1.99565902152	3	0.0717388428771
mention	-2.01479229786	3	0.0664344805137
friedman	-2.0503699647	3	0.0565712018117
approach	-2.10029011518	3	0.0427317232633
frequency	-2.10867197364	3	0.040408001294
14	-2.11047945539	3	0.0399069089549
goes	-2.1166386129	4	0.126094507879
24	-2.13066077858	3	0.0343119941445
leave	-2.13368197747	3	0.0334744202
figure	-2.1581547085	3	0.0266897884871
m1	-2.16796215222	3	0.0239708482253
supposed	-2.18488941451	3	0.0192780642287
ago	-2.22214094028	3	0.00895073775242
the	-2.25789051113	2994	0.95834801984
